# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.653061 seconds
# 6049.383644 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24924.34277	    17.47873
    50	  6213.73744	     2.90743
   100	  2802.29944	     1.08879
   150	  1638.66829	     0.55521
   200	  1067.94198	     0.33119
   250	   748.71293	     0.21821
   300	   553.39596	     0.15374
   350	   423.02451	     0.11376
   400	   328.53491	     0.08746
   450	   194.30617	     0.06342
   500	   147.41517	     0.04983
   550	   118.25199	     0.04058
   600	    95.19149	     0.03342
   650	    75.82918	     0.02747
   700	    62.15466	     0.02297
   750	    51.76868	     0.01944
   800	    43.61903	     0.01660
   850	    37.03141	     0.01428
   900	    31.69058	     0.01236
   950	    27.26595	     0.01075
  1000	    23.56192	     0.00939
  1050	    20.48530	     0.00825
  1100	    17.90011	     0.00729
  1150	    15.75367	     0.00646
  1200	    13.89418	     0.00575
  1250	    12.29007	     0.00513
  1300	    10.91657	     0.00459
  1350	     9.75155	     0.00413
  1400	     8.72772	     0.00373
  1450	     7.82897	     0.00337
  1500	     7.03491	     0.00305
  1550	     6.34092	     0.00277
  1600	     5.72699	     0.00252
  1650	     5.17786	     0.00229
  1700	     4.69143	     0.00209
  1750	     4.24973	     0.00191
  1800	     3.86762	     0.00175
  1850	     3.52466	     0.00160
  1900	     3.21798	     0.00147
  1950	     2.93851	     0.00136
  2000	     2.68875	     0.00125
  2050	     2.46516	     0.00115
  2100	     2.25980	     0.00106
  2150	     2.07400	     0.00098
  2200	     1.90829	     0.00091
  2250	     1.75487	     0.00084
  2300	     1.61665	     0.00078
  2350	     1.48905	     0.00072
  2400	     1.37535	     0.00067
  2450	     1.26904	     0.00062
  2500	     1.17326	     0.00058
  2550	     1.08695	     0.00054
  2600	     1.00554	     0.00050
  2650	     0.93180	     0.00047
  2700	     0.86345	     0.00044
  2750	     0.80182	     0.00041
  2800	     0.74360	     0.00038
  2850	     0.69094	     0.00036
  2900	     0.64286	     0.00033
  2950	     0.59775	     0.00031
  3000	     0.55701	     0.00029
  3050	     0.51778	     0.00027
  3100	     0.48267	     0.00026
  3150	     0.44986	     0.00024
  3200	     0.41988	     0.00022
  3250	     0.39106	     0.00021
  3300	     0.36528	     0.00020
  3350	     0.34124	     0.00019
  3400	     0.31963	     0.00017
  3450	     0.29879	     0.00016
  3500	     0.27950	     0.00015
  3550	     0.26115	     0.00015
  3600	     0.24466	     0.00014
  3650	     0.22913	     0.00013
  3700	     0.21454	     0.00012
  3750	     0.20082	     0.00011
  3800	     0.18814	     0.00011
  3850	     0.17659	     0.00010
  3900	     0.16569	     0.00010
  3950	     0.15534	     0.00009
  4000	     0.14593	     0.00009
  4050	     0.13689	     0.00008
  4100	     0.12874	     0.00008
  4150	     0.12089	     0.00007
  4200	     0.11355	     0.00007
  4250	     0.10675	     0.00006
  4300	     0.10030	     0.00006
  4350	     0.09426	     0.00006
  4400	     0.08871	     0.00005
  4450	     0.08364	     0.00005
  4500	     0.07875	     0.00005
  4550	     0.07422	     0.00005
  4600	     0.06980	     0.00004
  4650	     0.06569	     0.00004
  4700	     0.06179	     0.00004
  4750	     0.05833	     0.00004
  4800	     0.05492	     0.00003
  4850	     0.05182	     0.00003
  4900	     0.04881	     0.00003
  4950	     0.04610	     0.00003
# extra	     0.01871
