# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.640928 seconds
# 6094.113747 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24884.55762	    17.46545
    50	  6208.29618	     2.90671
   100	  2805.09159	     1.08900
   150	  1640.31667	     0.55519
   200	  1068.84375	     0.33123
   250	   749.43067	     0.21817
   300	   553.64833	     0.15376
   350	   423.19142	     0.11375
   400	   328.36469	     0.08747
   450	   194.18851	     0.06340
   500	   147.47482	     0.04983
   550	   118.05224	     0.04058
   600	    95.21882	     0.03342
   650	    75.88286	     0.02748
   700	    62.17465	     0.02298
   750	    51.77966	     0.01944
   800	    43.65431	     0.01661
   850	    37.04826	     0.01428
   900	    31.70860	     0.01236
   950	    27.28213	     0.01075
  1000	    23.59776	     0.00939
  1050	    20.50034	     0.00825
  1100	    17.93243	     0.00729
  1150	    15.76766	     0.00647
  1200	    13.89751	     0.00575
  1250	    12.29690	     0.00513
  1300	    10.92067	     0.00459
  1350	     9.74872	     0.00413
  1400	     8.71466	     0.00372
  1450	     7.82334	     0.00336
  1500	     7.03176	     0.00305
  1550	     6.34455	     0.00277
  1600	     5.72827	     0.00252
  1650	     5.17895	     0.00229
  1700	     4.68996	     0.00209
  1750	     4.25905	     0.00191
  1800	     3.86924	     0.00175
  1850	     3.52710	     0.00160
  1900	     3.21902	     0.00147
  1950	     2.94072	     0.00136
  2000	     2.69337	     0.00125
  2050	     2.46524	     0.00115
  2100	     2.26149	     0.00106
  2150	     2.07510	     0.00098
  2200	     1.90825	     0.00091
  2250	     1.75453	     0.00084
  2300	     1.61568	     0.00078
  2350	     1.48904	     0.00072
  2400	     1.37585	     0.00067
  2450	     1.27112	     0.00062
  2500	     1.17364	     0.00058
  2550	     1.08628	     0.00054
  2600	     1.00675	     0.00050
  2650	     0.93176	     0.00047
  2700	     0.86437	     0.00044
  2750	     0.80115	     0.00041
  2800	     0.74374	     0.00038
  2850	     0.69132	     0.00036
  2900	     0.64279	     0.00033
  2950	     0.59772	     0.00031
  3000	     0.55597	     0.00029
  3050	     0.51767	     0.00027
  3100	     0.48292	     0.00026
  3150	     0.44979	     0.00024
  3200	     0.41914	     0.00022
  3250	     0.39168	     0.00021
  3300	     0.36522	     0.00020
  3350	     0.34117	     0.00019
  3400	     0.31894	     0.00017
  3450	     0.29861	     0.00016
  3500	     0.27928	     0.00015
  3550	     0.26095	     0.00015
  3600	     0.24396	     0.00014
  3650	     0.22858	     0.00013
  3700	     0.21410	     0.00012
  3750	     0.20065	     0.00011
  3800	     0.18805	     0.00011
  3850	     0.17637	     0.00010
  3900	     0.16555	     0.00010
  3950	     0.15542	     0.00009
  4000	     0.14578	     0.00009
  4050	     0.13672	     0.00008
  4100	     0.12870	     0.00008
  4150	     0.12069	     0.00007
  4200	     0.11356	     0.00007
  4250	     0.10665	     0.00006
  4300	     0.10023	     0.00006
  4350	     0.09425	     0.00006
  4400	     0.08876	     0.00005
  4450	     0.08356	     0.00005
  4500	     0.07857	     0.00005
  4550	     0.07396	     0.00005
  4600	     0.06970	     0.00004
  4650	     0.06565	     0.00004
  4700	     0.06182	     0.00004
  4750	     0.05831	     0.00004
  4800	     0.05494	     0.00003
  4850	     0.05177	     0.00003
  4900	     0.04888	     0.00003
  4950	     0.04608	     0.00003
# extra	     0.01852
