# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.628610 seconds
# 6140.203789 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24853.95703	    17.45735
    50	  6193.54562	     2.90540
   100	  2803.19624	     1.08985
   150	  1639.31218	     0.55614
   200	  1067.04137	     0.33198
   250	   747.90292	     0.21880
   300	   553.70762	     0.15413
   350	   422.90570	     0.11409
   400	   328.37234	     0.08774
   450	   193.93083	     0.06348
   500	   147.54686	     0.04988
   550	   118.16771	     0.04060
   600	    95.22587	     0.03344
   650	    75.98519	     0.02750
   700	    62.19568	     0.02298
   750	    51.76189	     0.01944
   800	    43.61326	     0.01660
   850	    37.08367	     0.01428
   900	    31.69884	     0.01235
   950	    27.26062	     0.01074
  1000	    23.59522	     0.00939
  1050	    20.49710	     0.00825
  1100	    17.91337	     0.00728
  1150	    15.76172	     0.00646
  1200	    13.89610	     0.00575
  1250	    12.29499	     0.00513
  1300	    10.92726	     0.00460
  1350	     9.74184	     0.00413
  1400	     8.72587	     0.00373
  1450	     7.82504	     0.00337
  1500	     7.03495	     0.00305
  1550	     6.34001	     0.00277
  1600	     5.72692	     0.00252
  1650	     5.17282	     0.00229
  1700	     4.69184	     0.00209
  1750	     4.25343	     0.00191
  1800	     3.87231	     0.00175
  1850	     3.52563	     0.00160
  1900	     3.21587	     0.00147
  1950	     2.93849	     0.00135
  2000	     2.69111	     0.00125
  2050	     2.46654	     0.00115
  2100	     2.25990	     0.00106
  2150	     2.07565	     0.00098
  2200	     1.90916	     0.00091
  2250	     1.75593	     0.00084
  2300	     1.61737	     0.00078
  2350	     1.49082	     0.00072
  2400	     1.37357	     0.00067
  2450	     1.26982	     0.00062
  2500	     1.17325	     0.00058
  2550	     1.08590	     0.00054
  2600	     1.00441	     0.00050
  2650	     0.93220	     0.00047
  2700	     0.86338	     0.00044
  2750	     0.80125	     0.00041
  2800	     0.74331	     0.00038
  2850	     0.69116	     0.00036
  2900	     0.64222	     0.00033
  2950	     0.59698	     0.00031
  3000	     0.55582	     0.00029
  3050	     0.51723	     0.00027
  3100	     0.48246	     0.00026
  3150	     0.44985	     0.00024
  3200	     0.42016	     0.00022
  3250	     0.39235	     0.00021
  3300	     0.36575	     0.00020
  3350	     0.34154	     0.00019
  3400	     0.31930	     0.00017
  3450	     0.29819	     0.00016
  3500	     0.27901	     0.00015
  3550	     0.26096	     0.00015
  3600	     0.24431	     0.00014
  3650	     0.22877	     0.00013
  3700	     0.21433	     0.00012
  3750	     0.20076	     0.00011
  3800	     0.18833	     0.00011
  3850	     0.17663	     0.00010
  3900	     0.16534	     0.00010
  3950	     0.15534	     0.00009
  4000	     0.14577	     0.00009
  4050	     0.13690	     0.00008
  4100	     0.12848	     0.00008
  4150	     0.12069	     0.00007
  4200	     0.11350	     0.00007
  4250	     0.10665	     0.00006
  4300	     0.10021	     0.00006
  4350	     0.09427	     0.00006
  4400	     0.08871	     0.00005
  4450	     0.08371	     0.00005
  4500	     0.07867	     0.00005
  4550	     0.07392	     0.00005
  4600	     0.06977	     0.00004
  4650	     0.06566	     0.00004
  4700	     0.06188	     0.00004
  4750	     0.05831	     0.00004
  4800	     0.05501	     0.00003
  4850	     0.05183	     0.00003
  4900	     0.04885	     0.00003
  4950	     0.04607	     0.00003
# extra	     0.01873
