# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.755382 seconds
# 5696.766108 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24918.43359	    17.47741
    50	  6199.08733	     2.90435
   100	  2805.24640	     1.08836
   150	  1641.19589	     0.55501
   200	  1068.03583	     0.33098
   250	   749.21684	     0.21804
   300	   553.89525	     0.15361
   350	   423.33457	     0.11366
   400	   328.65167	     0.08739
   450	   194.24728	     0.06335
   500	   147.56666	     0.04979
   550	   118.28223	     0.04057
   600	    95.17129	     0.03340
   650	    75.91041	     0.02747
   700	    62.16418	     0.02297
   750	    51.74666	     0.01943
   800	    43.58439	     0.01659
   850	    37.05653	     0.01427
   900	    31.70024	     0.01235
   950	    27.27636	     0.01074
  1000	    23.60547	     0.00939
  1050	    20.51063	     0.00825
  1100	    17.94022	     0.00729
  1150	    15.76854	     0.00646
  1200	    13.88754	     0.00575
  1250	    12.31305	     0.00513
  1300	    10.93097	     0.00460
  1350	     9.75195	     0.00413
  1400	     8.72311	     0.00372
  1450	     7.81742	     0.00337
  1500	     7.02343	     0.00305
  1550	     6.33298	     0.00277
  1600	     5.71770	     0.00251
  1650	     5.17546	     0.00229
  1700	     4.68710	     0.00209
  1750	     4.25925	     0.00191
  1800	     3.87187	     0.00175
  1850	     3.52641	     0.00160
  1900	     3.21732	     0.00147
  1950	     2.93647	     0.00135
  2000	     2.68973	     0.00125
  2050	     2.46367	     0.00115
  2100	     2.25978	     0.00106
  2150	     2.07208	     0.00098
  2200	     1.90827	     0.00091
  2250	     1.75492	     0.00084
  2300	     1.61285	     0.00078
  2350	     1.48839	     0.00072
  2400	     1.37589	     0.00067
  2450	     1.26888	     0.00062
  2500	     1.17340	     0.00058
  2550	     1.08508	     0.00054
  2600	     1.00541	     0.00050
  2650	     0.93137	     0.00047
  2700	     0.86320	     0.00044
  2750	     0.80069	     0.00041
  2800	     0.74294	     0.00038
  2850	     0.69108	     0.00036
  2900	     0.64223	     0.00033
  2950	     0.59781	     0.00031
  3000	     0.55614	     0.00029
  3050	     0.51801	     0.00027
  3100	     0.48266	     0.00026
  3150	     0.45032	     0.00024
  3200	     0.41947	     0.00022
  3250	     0.39129	     0.00021
  3300	     0.36559	     0.00020
  3350	     0.34128	     0.00019
  3400	     0.31847	     0.00017
  3450	     0.29801	     0.00016
  3500	     0.27874	     0.00015
  3550	     0.26071	     0.00015
  3600	     0.24399	     0.00014
  3650	     0.22882	     0.00013
  3700	     0.21435	     0.00012
  3750	     0.20099	     0.00011
  3800	     0.18832	     0.00011
  3850	     0.17648	     0.00010
  3900	     0.16541	     0.00010
  3950	     0.15529	     0.00009
  4000	     0.14568	     0.00009
  4050	     0.13690	     0.00008
  4100	     0.12842	     0.00008
  4150	     0.12081	     0.00007
  4200	     0.11356	     0.00007
  4250	     0.10658	     0.00006
  4300	     0.10027	     0.00006
  4350	     0.09428	     0.00006
  4400	     0.08868	     0.00005
  4450	     0.08361	     0.00005
  4500	     0.07864	     0.00005
  4550	     0.07405	     0.00005
  4600	     0.06967	     0.00004
  4650	     0.06571	     0.00004
  4700	     0.06183	     0.00004
  4750	     0.05831	     0.00004
  4800	     0.05479	     0.00003
  4850	     0.05178	     0.00003
  4900	     0.04882	     0.00003
  4950	     0.04613	     0.00003
# extra	     0.01863
