# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.935733 seconds
# 5166.001689 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24909.70605	    17.47766
    50	  6204.15234	     2.90285
   100	  2806.46330	     1.08789
   150	  1642.51615	     0.55479
   200	  1067.73287	     0.33099
   250	   748.94712	     0.21812
   300	   553.50443	     0.15373
   350	   422.93506	     0.11377
   400	   328.33858	     0.08748
   450	   194.22371	     0.06330
   500	   147.42346	     0.04976
   550	   118.23983	     0.04053
   600	    95.26955	     0.03338
   650	    75.94178	     0.02746
   700	    62.20703	     0.02295
   750	    51.86017	     0.01943
   800	    43.60706	     0.01658
   850	    37.07466	     0.01427
   900	    31.68893	     0.01234
   950	    27.26971	     0.01074
  1000	    23.57124	     0.00939
  1050	    20.46784	     0.00824
  1100	    17.91669	     0.00728
  1150	    15.76606	     0.00647
  1200	    13.88500	     0.00575
  1250	    12.28828	     0.00513
  1300	    10.92889	     0.00460
  1350	     9.75387	     0.00413
  1400	     8.72047	     0.00372
  1450	     7.83316	     0.00337
  1500	     7.03196	     0.00305
  1550	     6.33873	     0.00277
  1600	     5.72275	     0.00252
  1650	     5.17257	     0.00229
  1700	     4.68558	     0.00209
  1750	     4.25796	     0.00191
  1800	     3.86962	     0.00175
  1850	     3.52566	     0.00160
  1900	     3.21596	     0.00147
  1950	     2.93586	     0.00135
  2000	     2.68658	     0.00125
  2050	     2.46255	     0.00115
  2100	     2.25440	     0.00106
  2150	     2.07580	     0.00098
  2200	     1.90651	     0.00091
  2250	     1.75418	     0.00084
  2300	     1.61608	     0.00078
  2350	     1.48898	     0.00072
  2400	     1.37445	     0.00067
  2450	     1.26877	     0.00062
  2500	     1.17320	     0.00058
  2550	     1.08610	     0.00054
  2600	     1.00478	     0.00050
  2650	     0.93017	     0.00047
  2700	     0.86285	     0.00044
  2750	     0.80103	     0.00041
  2800	     0.74343	     0.00038
  2850	     0.69129	     0.00036
  2900	     0.64284	     0.00033
  2950	     0.59850	     0.00031
  3000	     0.55578	     0.00029
  3050	     0.51775	     0.00027
  3100	     0.48163	     0.00025
  3150	     0.44952	     0.00024
  3200	     0.41965	     0.00022
  3250	     0.39161	     0.00021
  3300	     0.36570	     0.00020
  3350	     0.34169	     0.00019
  3400	     0.31856	     0.00017
  3450	     0.29814	     0.00016
  3500	     0.27881	     0.00015
  3550	     0.26120	     0.00015
  3600	     0.24440	     0.00014
  3650	     0.22897	     0.00013
  3700	     0.21409	     0.00012
  3750	     0.20086	     0.00011
  3800	     0.18799	     0.00011
  3850	     0.17621	     0.00010
  3900	     0.16540	     0.00010
  3950	     0.15545	     0.00009
  4000	     0.14581	     0.00009
  4050	     0.13696	     0.00008
  4100	     0.12845	     0.00008
  4150	     0.12076	     0.00007
  4200	     0.11336	     0.00007
  4250	     0.10651	     0.00006
  4300	     0.10033	     0.00006
  4350	     0.09436	     0.00006
  4400	     0.08872	     0.00005
  4450	     0.08357	     0.00005
  4500	     0.07849	     0.00005
  4550	     0.07393	     0.00005
  4600	     0.06963	     0.00004
  4650	     0.06559	     0.00004
  4700	     0.06172	     0.00004
  4750	     0.05821	     0.00004
  4800	     0.05484	     0.00003
  4850	     0.05179	     0.00003
  4900	     0.04888	     0.00003
  4950	     0.04613	     0.00003
# extra	     0.01847
