# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    =  1000000
#
# 0.226214 seconds
# 4420.592265 K photons per second
# Fotones simulados    = 1000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24864.84961	    55.19204
    50	  6180.11007	     9.18052
   100	  2791.01336	     3.44335
   150	  1638.46210	     1.75910
   200	  1064.24990	     1.05074
   250	   746.74541	     0.69263
   300	   551.40359	     0.48841
   350	   421.37206	     0.36157
   400	   328.05477	     0.27809
   450	   193.38383	     0.20037
   500	   147.60502	     0.15743
   550	   118.23810	     0.12825
   600	    95.26680	     0.10549
   650	    75.92831	     0.08669
   700	    62.13719	     0.07240
   750	    51.79711	     0.06127
   800	    43.60071	     0.05237
   850	    37.18889	     0.04512
   900	    31.72528	     0.03898
   950	    27.29799	     0.03391
  1000	    23.53178	     0.02964
  1050	    20.50666	     0.02604
  1100	    17.91309	     0.02302
  1150	    15.74790	     0.02042
  1200	    13.87140	     0.01817
  1250	    12.29030	     0.01621
  1300	    10.91460	     0.01453
  1350	     9.72927	     0.01305
  1400	     8.71495	     0.01178
  1450	     7.79854	     0.01064
  1500	     7.02424	     0.00965
  1550	     6.32612	     0.00874
  1600	     5.72192	     0.00797
  1650	     5.16209	     0.00726
  1700	     4.67845	     0.00661
  1750	     4.26048	     0.00605
  1800	     3.87391	     0.00553
  1850	     3.53431	     0.00508
  1900	     3.22049	     0.00465
  1950	     2.94900	     0.00428
  2000	     2.69421	     0.00394
  2050	     2.46159	     0.00363
  2100	     2.26647	     0.00336
  2150	     2.07069	     0.00310
  2200	     1.90644	     0.00287
  2250	     1.75179	     0.00265
  2300	     1.61756	     0.00246
  2350	     1.48554	     0.00228
  2400	     1.37413	     0.00212
  2450	     1.26881	     0.00197
  2500	     1.17156	     0.00183
  2550	     1.08394	     0.00171
  2600	     1.00454	     0.00159
  2650	     0.93339	     0.00148
  2700	     0.86214	     0.00138
  2750	     0.79857	     0.00129
  2800	     0.74408	     0.00120
  2850	     0.69139	     0.00113
  2900	     0.64315	     0.00105
  2950	     0.59635	     0.00098
  3000	     0.55663	     0.00092
  3050	     0.51890	     0.00086
  3100	     0.48300	     0.00081
  3150	     0.45197	     0.00076
  3200	     0.41898	     0.00071
  3250	     0.39061	     0.00067
  3300	     0.36578	     0.00063
  3350	     0.33972	     0.00059
  3400	     0.31663	     0.00055
  3450	     0.29776	     0.00052
  3500	     0.27868	     0.00049
  3550	     0.26077	     0.00046
  3600	     0.24401	     0.00043
  3650	     0.22894	     0.00041
  3700	     0.21353	     0.00038
  3750	     0.20054	     0.00036
  3800	     0.18727	     0.00034
  3850	     0.17570	     0.00032
  3900	     0.16452	     0.00030
  3950	     0.15514	     0.00029
  4000	     0.14537	     0.00027
  4050	     0.13714	     0.00026
  4100	     0.12854	     0.00024
  4150	     0.12088	     0.00023
  4200	     0.11354	     0.00021
  4250	     0.10687	     0.00020
  4300	     0.10010	     0.00019
  4350	     0.09437	     0.00018
  4400	     0.08838	     0.00017
  4450	     0.08360	     0.00016
  4500	     0.07858	     0.00015
  4550	     0.07388	     0.00015
  4600	     0.06955	     0.00014
  4650	     0.06555	     0.00013
  4700	     0.06169	     0.00012
  4750	     0.05814	     0.00012
  4800	     0.05464	     0.00011
