# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.013045 seconds
# 4967.598787 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25242.45703	    17.47626
    50	  6200.38100	     2.93113
   100	  2792.71412	     1.09373
   150	  1631.07786	     0.55604
   200	  1061.66544	     0.33132
   250	   744.38453	     0.21825
   300	   549.48176	     0.15376
   350	   419.89491	     0.11380
   400	   326.30295	     0.08744
   450	   193.54190	     0.06457
   500	   147.21758	     0.05056
   550	   117.93981	     0.04113
   600	    95.03440	     0.03380
   650	    75.70518	     0.02774
   700	    62.02913	     0.02316
   750	    51.69881	     0.01957
   800	    43.50605	     0.01669
   850	    36.97852	     0.01434
   900	    31.60579	     0.01239
   950	    27.17695	     0.01077
  1000	    23.50032	     0.00940
  1050	    20.41135	     0.00825
  1100	    17.83852	     0.00727
  1150	    15.70200	     0.00645
  1200	    13.84814	     0.00574
  1250	    12.25970	     0.00511
  1300	    10.88084	     0.00458
  1350	     9.71222	     0.00411
  1400	     8.70642	     0.00371
  1450	     7.80973	     0.00335
  1500	     7.01895	     0.00304
  1550	     6.32556	     0.00275
  1600	     5.72033	     0.00251
  1650	     5.17014	     0.00228
  1700	     4.68516	     0.00208
  1750	     4.25051	     0.00190
  1800	     3.87390	     0.00174
  1850	     3.52432	     0.00160
  1900	     3.21768	     0.00147
  1950	     2.93650	     0.00135
  2000	     2.68818	     0.00124
  2050	     2.46241	     0.00114
  2100	     2.25912	     0.00105
  2150	     2.07179	     0.00097
  2200	     1.90385	     0.00090
  2250	     1.75153	     0.00083
  2300	     1.61065	     0.00077
  2350	     1.48796	     0.00072
  2400	     1.37187	     0.00067
  2450	     1.26698	     0.00062
  2500	     1.17099	     0.00058
  2550	     1.08334	     0.00054
  2600	     1.00293	     0.00050
  2650	     0.93003	     0.00047
  2700	     0.86135	     0.00044
  2750	     0.80013	     0.00041
  2800	     0.74391	     0.00038
  2850	     0.69093	     0.00036
  2900	     0.64204	     0.00033
  2950	     0.59684	     0.00031
  3000	     0.55560	     0.00029
  3050	     0.51751	     0.00027
  3100	     0.48217	     0.00026
  3150	     0.44949	     0.00024
  3200	     0.41922	     0.00022
  3250	     0.39099	     0.00021
  3300	     0.36489	     0.00020
  3350	     0.34077	     0.00019
  3400	     0.31843	     0.00017
  3450	     0.29741	     0.00016
  3500	     0.27776	     0.00015
  3550	     0.26007	     0.00014
  3600	     0.24357	     0.00014
  3650	     0.22776	     0.00013
  3700	     0.21363	     0.00012
  3750	     0.19980	     0.00011
  3800	     0.18731	     0.00011
  3850	     0.17570	     0.00010
  3900	     0.16461	     0.00010
  3950	     0.15454	     0.00009
  4000	     0.14489	     0.00008
  4050	     0.13616	     0.00008
  4100	     0.12800	     0.00008
  4150	     0.12034	     0.00007
  4200	     0.11302	     0.00007
  4250	     0.10633	     0.00006
  4300	     0.09997	     0.00006
  4350	     0.09407	     0.00006
  4400	     0.08851	     0.00005
  4450	     0.08327	     0.00005
  4500	     0.07832	     0.00005
  4550	     0.07387	     0.00005
  4600	     0.06957	     0.00004
  4650	     0.06566	     0.00004
  4700	     0.06190	     0.00004
  4750	     0.05839	     0.00004
  4800	     0.05505	     0.00003
  4850	     0.05179	     0.00003
  4900	     0.04886	     0.00003
  4950	     0.04611	     0.00003
# extra	     0.00825
# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.013184 seconds
# 4967.255778 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25162.52637	    17.45295
    50	  6198.92704	     2.93101
   100	  2790.68308	     1.09363
   150	  1632.83963	     0.55607
   200	  1061.81077	     0.33133
   250	   744.39638	     0.21818
   300	   549.40785	     0.15378
   350	   420.19509	     0.11378
   400	   326.23885	     0.08745
   450	   193.37814	     0.06457
   500	   147.28915	     0.05057
   550	   117.96997	     0.04114
   600	    94.99559	     0.03381
   650	    75.77835	     0.02775
   700	    62.00911	     0.02316
   750	    51.70693	     0.01958
   800	    43.54435	     0.01669
   850	    36.93506	     0.01434
   900	    31.57362	     0.01239
   950	    27.16297	     0.01076
  1000	    23.49001	     0.00940
  1050	    20.41628	     0.00824
  1100	    17.86510	     0.00728
  1150	    15.70513	     0.00645
  1200	    13.83166	     0.00573
  1250	    12.24550	     0.00511
  1300	    10.88745	     0.00458
  1350	     9.71400	     0.00411
  1400	     8.69265	     0.00371
  1450	     7.79871	     0.00335
  1500	     7.02043	     0.00304
  1550	     6.33229	     0.00276
  1600	     5.71507	     0.00251
  1650	     5.17415	     0.00228
  1700	     4.68407	     0.00208
  1750	     4.25376	     0.00190
  1800	     3.86950	     0.00174
  1850	     3.52058	     0.00160
  1900	     3.21621	     0.00147
  1950	     2.93638	     0.00135
  2000	     2.68602	     0.00124
  2050	     2.46014	     0.00114
  2100	     2.25530	     0.00106
  2150	     2.07254	     0.00097
  2200	     1.90533	     0.00090
  2250	     1.75407	     0.00083
  2300	     1.61270	     0.00077
  2350	     1.48687	     0.00072
  2400	     1.37351	     0.00067
  2450	     1.26675	     0.00062
  2500	     1.17164	     0.00058
  2550	     1.08329	     0.00054
  2600	     1.00251	     0.00050
  2650	     0.92938	     0.00047
  2700	     0.86146	     0.00044
  2750	     0.79952	     0.00041
  2800	     0.74316	     0.00038
  2850	     0.69029	     0.00036
  2900	     0.64166	     0.00033
  2950	     0.59742	     0.00031
  3000	     0.55530	     0.00029
  3050	     0.51781	     0.00027
  3100	     0.48211	     0.00026
  3150	     0.44908	     0.00024
  3200	     0.41901	     0.00022
  3250	     0.39094	     0.00021
  3300	     0.36484	     0.00020
  3350	     0.34106	     0.00019
  3400	     0.31803	     0.00017
  3450	     0.29736	     0.00016
  3500	     0.27826	     0.00015
  3550	     0.25996	     0.00014
  3600	     0.24306	     0.00014
  3650	     0.22734	     0.00013
  3700	     0.21316	     0.00012
  3750	     0.19955	     0.00011
  3800	     0.18702	     0.00011
  3850	     0.17536	     0.00010
  3900	     0.16453	     0.00010
  3950	     0.15434	     0.00009
  4000	     0.14511	     0.00008
  4050	     0.13621	     0.00008
  4100	     0.12786	     0.00008
  4150	     0.12016	     0.00007
  4200	     0.11301	     0.00007
  4250	     0.10622	     0.00006
  4300	     0.09981	     0.00006
  4350	     0.09394	     0.00006
  4400	     0.08840	     0.00005
  4450	     0.08326	     0.00005
  4500	     0.07846	     0.00005
  4550	     0.07381	     0.00005
  4600	     0.06960	     0.00004
  4650	     0.06561	     0.00004
  4700	     0.06188	     0.00004
  4750	     0.05838	     0.00004
  4800	     0.05503	     0.00003
  4850	     0.05195	     0.00003
  4900	     0.04892	     0.00003
  4950	     0.04610	     0.00003
# extra	     0.00828
