# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    =  5000000
#
# 1.008279 seconds
# 4958.946799 K photons per second
# Fotones simulados    = 5000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24667.57910	    24.71924
    50	  6256.29953	     4.11774
   100	  2827.44079	     1.54706
   150	  1648.29286	     0.79225
   200	  1070.27622	     0.47355
   250	   749.62770	     0.31252
   300	   553.91145	     0.22047
   350	   422.93048	     0.16333
   400	   328.39170	     0.12553
   450	   194.22689	     0.09038
   500	   147.49943	     0.07095
   550	   118.21996	     0.05774
   600	    95.15479	     0.04749
   650	    75.85046	     0.03900
   700	    62.09508	     0.03257
   750	    51.66377	     0.02752
   800	    43.45088	     0.02347
   850	    36.96521	     0.02018
   900	    31.61744	     0.01745
   950	    27.20743	     0.01518
  1000	    23.56728	     0.01328
  1050	    20.45722	     0.01166
  1100	    17.90017	     0.01029
  1150	    15.75220	     0.00914
  1200	    13.87048	     0.00813
  1250	    12.26729	     0.00726
  1300	    10.90647	     0.00650
  1350	     9.73456	     0.00585
  1400	     8.73289	     0.00527
  1450	     7.81606	     0.00476
  1500	     7.03068	     0.00431
  1550	     6.33224	     0.00391
  1600	     5.71320	     0.00355
  1650	     5.16188	     0.00323
  1700	     4.68066	     0.00295
  1750	     4.24518	     0.00269
  1800	     3.86374	     0.00247
  1850	     3.51789	     0.00226
  1900	     3.20844	     0.00208
  1950	     2.93296	     0.00191
  2000	     2.68283	     0.00176
  2050	     2.45858	     0.00163
  2100	     2.25591	     0.00150
  2150	     2.07013	     0.00139
  2200	     1.90504	     0.00129
  2250	     1.74991	     0.00119
  2300	     1.61386	     0.00110
  2350	     1.48689	     0.00102
  2400	     1.37337	     0.00095
  2450	     1.26766	     0.00088
  2500	     1.17326	     0.00082
  2550	     1.08245	     0.00076
  2600	     1.00303	     0.00071
  2650	     0.92961	     0.00066
  2700	     0.86267	     0.00062
  2750	     0.80087	     0.00058
  2800	     0.74259	     0.00054
  2850	     0.68977	     0.00050
  2900	     0.64110	     0.00047
  2950	     0.59560	     0.00044
  3000	     0.55539	     0.00041
  3050	     0.51723	     0.00039
  3100	     0.48187	     0.00036
  3150	     0.44891	     0.00034
  3200	     0.41845	     0.00032
  3250	     0.39093	     0.00030
  3300	     0.36480	     0.00028
  3350	     0.34139	     0.00026
  3400	     0.31816	     0.00025
  3450	     0.29748	     0.00023
  3500	     0.27862	     0.00022
  3550	     0.26110	     0.00021
  3600	     0.24413	     0.00019
  3650	     0.22884	     0.00018
  3700	     0.21435	     0.00017
  3750	     0.20073	     0.00016
  3800	     0.18856	     0.00015
  3850	     0.17706	     0.00014
  3900	     0.16592	     0.00014
  3950	     0.15589	     0.00013
  4000	     0.14609	     0.00012
  4050	     0.13705	     0.00011
  4100	     0.12881	     0.00011
  4150	     0.12109	     0.00010
  4200	     0.11379	     0.00010
  4250	     0.10681	     0.00009
  4300	     0.10046	     0.00009
  4350	     0.09453	     0.00008
  4400	     0.08862	     0.00008
  4450	     0.08347	     0.00007
  4500	     0.07828	     0.00007
  4550	     0.07393	     0.00006
  4600	     0.06954	     0.00006
  4650	     0.06549	     0.00006
  4700	     0.06174	     0.00005
  4750	     0.05817	     0.00005
  4800	     0.05483	     0.00005
  4850	     0.05173	     0.00005
  4900	     0.04888	     0.00004
  4950	     0.04600	     0.00004
# extra	     0.01131
# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    =  5000000
#
# 1.010154 seconds
# 4949.741910 K photons per second
# Fotones simulados    = 5000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24676.93359	    24.72342
    50	  6258.87137	     4.11849
   100	  2825.48808	     1.54679
   150	  1646.50639	     0.79196
   200	  1070.25538	     0.47360
   250	   749.89324	     0.31254
   300	   554.26698	     0.22052
   350	   423.12665	     0.16336
   400	   328.48861	     0.12555
   450	   194.62381	     0.09041
   500	   147.72187	     0.07097
   550	   118.16645	     0.05772
   600	    95.25714	     0.04751
   650	    75.74869	     0.03900
   700	    62.07283	     0.03255
   750	    51.70860	     0.02752
   800	    43.57312	     0.02347
   850	    37.00410	     0.02018
   900	    31.63447	     0.01745
   950	    27.21844	     0.01518
  1000	    23.57037	     0.01327
  1050	    20.48654	     0.01166
  1100	    17.92387	     0.01030
  1150	    15.75746	     0.00914
  1200	    13.90060	     0.00813
  1250	    12.28569	     0.00726
  1300	    10.91419	     0.00650
  1350	     9.74290	     0.00585
  1400	     8.71964	     0.00527
  1450	     7.81779	     0.00476
  1500	     7.03028	     0.00431
  1550	     6.32359	     0.00390
  1600	     5.71489	     0.00355
  1650	     5.16877	     0.00323
  1700	     4.68668	     0.00295
  1750	     4.24724	     0.00269
  1800	     3.86439	     0.00247
  1850	     3.51777	     0.00226
  1900	     3.21298	     0.00208
  1950	     2.93551	     0.00191
  2000	     2.68140	     0.00176
  2050	     2.45677	     0.00162
  2100	     2.24937	     0.00150
  2150	     2.06955	     0.00139
  2200	     1.90325	     0.00129
  2250	     1.75053	     0.00119
  2300	     1.61210	     0.00110
  2350	     1.48587	     0.00102
  2400	     1.37222	     0.00095
  2450	     1.26642	     0.00088
  2500	     1.17149	     0.00082
  2550	     1.08497	     0.00076
  2600	     1.00425	     0.00071
  2650	     0.93023	     0.00066
  2700	     0.86314	     0.00062
  2750	     0.80048	     0.00058
  2800	     0.74069	     0.00054
  2850	     0.68943	     0.00050
  2900	     0.64103	     0.00047
  2950	     0.59587	     0.00044
  3000	     0.55446	     0.00041
  3050	     0.51616	     0.00039
  3100	     0.48129	     0.00036
  3150	     0.44818	     0.00034
  3200	     0.41799	     0.00032
  3250	     0.39043	     0.00030
  3300	     0.36473	     0.00028
  3350	     0.34079	     0.00026
  3400	     0.31864	     0.00025
  3450	     0.29839	     0.00023
  3500	     0.27910	     0.00022
  3550	     0.26098	     0.00021
  3600	     0.24435	     0.00019
  3650	     0.22853	     0.00018
  3700	     0.21457	     0.00017
  3750	     0.20094	     0.00016
  3800	     0.18864	     0.00015
  3850	     0.17675	     0.00014
  3900	     0.16596	     0.00014
  3950	     0.15573	     0.00013
  4000	     0.14590	     0.00012
  4050	     0.13708	     0.00011
  4100	     0.12872	     0.00011
  4150	     0.12084	     0.00010
  4200	     0.11352	     0.00010
  4250	     0.10656	     0.00009
  4300	     0.10036	     0.00009
  4350	     0.09428	     0.00008
  4400	     0.08865	     0.00008
  4450	     0.08345	     0.00007
  4500	     0.07848	     0.00007
  4550	     0.07383	     0.00006
  4600	     0.06951	     0.00006
  4650	     0.06546	     0.00006
  4700	     0.06178	     0.00005
  4750	     0.05814	     0.00005
  4800	     0.05481	     0.00005
  4850	     0.05158	     0.00005
  4900	     0.04865	     0.00004
  4950	     0.04587	     0.00004
# extra	     0.01120
