# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 1.626785 seconds
# 6147.094786 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24830.34668	    17.45045
    50	  6192.44824	     2.90507
   100	  2804.31630	     1.08987
   150	  1639.86740	     0.55611
   200	  1067.36171	     0.33190
   250	   748.37116	     0.21871
   300	   553.82609	     0.15415
   350	   423.06761	     0.11406
   400	   328.49787	     0.08771
   450	   194.06520	     0.06348
   500	   147.52264	     0.04987
   550	   118.21096	     0.04061
   600	    95.11397	     0.03344
   650	    75.87044	     0.02749
   700	    62.12806	     0.02298
   750	    51.78044	     0.01944
   800	    43.62246	     0.01660
   850	    37.05988	     0.01428
   900	    31.70438	     0.01235
   950	    27.25363	     0.01074
  1000	    23.58258	     0.00939
  1050	    20.49780	     0.00825
  1100	    17.92594	     0.00729
  1150	    15.75992	     0.00647
  1200	    13.88681	     0.00575
  1250	    12.29485	     0.00513
  1300	    10.92532	     0.00460
  1350	     9.74769	     0.00413
  1400	     8.71773	     0.00372
  1450	     7.82357	     0.00337
  1500	     7.03447	     0.00305
  1550	     6.33596	     0.00277
  1600	     5.71730	     0.00252
  1650	     5.17353	     0.00229
  1700	     4.68445	     0.00209
  1750	     4.25735	     0.00191
  1800	     3.86934	     0.00175
  1850	     3.52721	     0.00160
  1900	     3.21632	     0.00147
  1950	     2.94056	     0.00136
  2000	     2.69034	     0.00125
  2050	     2.46335	     0.00115
  2100	     2.25968	     0.00106
  2150	     2.07454	     0.00098
  2200	     1.90677	     0.00091
  2250	     1.75544	     0.00084
  2300	     1.61605	     0.00078
  2350	     1.48922	     0.00072
  2400	     1.37417	     0.00067
  2450	     1.27123	     0.00062
  2500	     1.17336	     0.00058
  2550	     1.08629	     0.00054
  2600	     1.00485	     0.00050
  2650	     0.93253	     0.00047
  2700	     0.86401	     0.00044
  2750	     0.80206	     0.00041
  2800	     0.74482	     0.00038
  2850	     0.69106	     0.00036
  2900	     0.64284	     0.00033
  2950	     0.59780	     0.00031
  3000	     0.55610	     0.00029
  3050	     0.51809	     0.00027
  3100	     0.48261	     0.00026
  3150	     0.44989	     0.00024
  3200	     0.41968	     0.00022
  3250	     0.39202	     0.00021
  3300	     0.36610	     0.00020
  3350	     0.34184	     0.00019
  3400	     0.31919	     0.00017
  3450	     0.29842	     0.00016
  3500	     0.27897	     0.00015
  3550	     0.26080	     0.00015
  3600	     0.24419	     0.00014
  3650	     0.22855	     0.00013
  3700	     0.21414	     0.00012
  3750	     0.20086	     0.00011
  3800	     0.18835	     0.00011
  3850	     0.17664	     0.00010
  3900	     0.16561	     0.00010
  3950	     0.15556	     0.00009
  4000	     0.14580	     0.00009
  4050	     0.13680	     0.00008
  4100	     0.12857	     0.00008
  4150	     0.12089	     0.00007
  4200	     0.11366	     0.00007
  4250	     0.10685	     0.00006
  4300	     0.10041	     0.00006
  4350	     0.09432	     0.00006
  4400	     0.08861	     0.00005
  4450	     0.08341	     0.00005
  4500	     0.07857	     0.00005
  4550	     0.07394	     0.00005
  4600	     0.06966	     0.00004
  4650	     0.06563	     0.00004
  4700	     0.06185	     0.00004
  4750	     0.05832	     0.00004
  4800	     0.05502	     0.00003
  4850	     0.05183	     0.00003
  4900	     0.04886	     0.00003
  4950	     0.04617	     0.00003
# extra	     0.01874
