# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    =  1000000
#
# 0.178982 seconds
# 5587.143714 K photons per second
# Fotones simulados    = 1000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25088.95312	    55.43278
    50	  6176.58524	     9.18071
   100	  2789.00822	     3.44278
   150	  1633.49731	     1.75856
   200	  1063.34410	     1.04990
   250	   742.90771	     0.69189
   300	   550.18212	     0.48771
   350	   419.83982	     0.36106
   400	   326.35793	     0.27766
   450	   193.13562	     0.20065
   500	   146.18610	     0.15765
   550	   117.53132	     0.12833
   600	    94.71263	     0.10572
   650	    75.48480	     0.08688
   700	    61.87666	     0.07264
   750	    51.53087	     0.06150
   800	    43.34562	     0.05246
   850	    36.97602	     0.04519
   900	    31.59734	     0.03908
   950	    27.10248	     0.03395
  1000	    23.51027	     0.02970
  1050	    20.41658	     0.02608
  1100	    17.79196	     0.02301
  1150	    15.76388	     0.02046
  1200	    13.84504	     0.01818
  1250	    12.24678	     0.01622
  1300	    10.89875	     0.01453
  1350	     9.72401	     0.01306
  1400	     8.67960	     0.01177
  1450	     7.76082	     0.01064
  1500	     7.01148	     0.00964
  1550	     6.31114	     0.00875
  1600	     5.70929	     0.00796
  1650	     5.17516	     0.00725
  1700	     4.68244	     0.00662
  1750	     4.23936	     0.00604
  1800	     3.87763	     0.00554
  1850	     3.52065	     0.00507
  1900	     3.21205	     0.00467
  1950	     2.92754	     0.00428
  2000	     2.68457	     0.00395
  2050	     2.46071	     0.00364
  2100	     2.25253	     0.00336
  2150	     2.07164	     0.00310
  2200	     1.90175	     0.00287
  2250	     1.75055	     0.00266
  2300	     1.60911	     0.00246
  2350	     1.48572	     0.00228
  2400	     1.37295	     0.00212
  2450	     1.26878	     0.00197
  2500	     1.16922	     0.00183
  2550	     1.08260	     0.00171
  2600	     1.00267	     0.00159
  2650	     0.92881	     0.00148
  2700	     0.86329	     0.00138
  2750	     0.79627	     0.00128
  2800	     0.74153	     0.00120
  2850	     0.68926	     0.00112
  2900	     0.63820	     0.00105
  2950	     0.59617	     0.00099
  3000	     0.55530	     0.00092
  3050	     0.51742	     0.00086
  3100	     0.48208	     0.00081
  3150	     0.44900	     0.00076
  3200	     0.42008	     0.00071
  3250	     0.39128	     0.00067
  3300	     0.36512	     0.00063
  3350	     0.34047	     0.00059
  3400	     0.31832	     0.00055
  3450	     0.29685	     0.00052
  3500	     0.27712	     0.00049
  3550	     0.26152	     0.00046
  3600	     0.24401	     0.00043
  3650	     0.22844	     0.00041
  3700	     0.21279	     0.00038
  3750	     0.19904	     0.00036
  3800	     0.18769	     0.00034
  3850	     0.17604	     0.00032
  3900	     0.16583	     0.00030
  3950	     0.15554	     0.00029
  4000	     0.14596	     0.00027
  4050	     0.13679	     0.00026
  4100	     0.12815	     0.00024
  4150	     0.12052	     0.00023
  4200	     0.11333	     0.00021
  4250	     0.10623	     0.00020
  4300	     0.09979	     0.00019
  4350	     0.09412	     0.00018
  4400	     0.08820	     0.00017
  4450	     0.08318	     0.00016
  4500	     0.07834	     0.00015
  4550	     0.07389	     0.00014
  4600	     0.06953	     0.00014
  4650	     0.06561	     0.00013
  4700	     0.06165	     0.00012
  4750	     0.05809	     0.00012
  4800	     0.05459	     0.00011
  4850	     0.05161	     0.00011
  4900	     0.04856	     0.00010
  4950	     0.04592	     0.00009
# extra	     0.02237
