# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 50000000
#
# 7.842441 seconds
# 6375.565582 K photons per second
# Fotones simulados    = 50000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 24854.51367	     7.80870
    50	  6210.59515	     1.29865
   100	  2808.22327	     0.48653
   150	  1642.55273	     0.24813
   200	  1068.76393	     0.14806
   250	   749.29932	     0.09756
   300	   553.96478	     0.06875
   350	   423.31405	     0.05088
   400	   328.68375	     0.03912
   450	   194.36786	     0.02831
   500	   147.68460	     0.02225
   550	   118.30813	     0.01812
   600	    95.31106	     0.01493
   650	    75.96984	     0.01228
   700	    62.20880	     0.01027
   750	    51.85399	     0.00869
   800	    43.67103	     0.00742
   850	    37.10493	     0.00638
   900	    31.72594	     0.00552
   950	    27.30195	     0.00480
  1000	    23.60807	     0.00420
  1050	    20.51596	     0.00369
  1100	    17.94105	     0.00326
  1150	    15.76952	     0.00289
  1200	    13.90345	     0.00257
  1250	    12.30222	     0.00230
  1300	    10.93893	     0.00206
  1350	     9.75329	     0.00185
  1400	     8.72571	     0.00167
  1450	     7.83305	     0.00151
  1500	     7.04314	     0.00136
  1550	     6.34428	     0.00124
  1600	     5.72414	     0.00112
  1650	     5.17858	     0.00102
  1700	     4.69236	     0.00094
  1750	     4.25984	     0.00085
  1800	     3.87346	     0.00078
  1850	     3.52988	     0.00072
  1900	     3.21799	     0.00066
  1950	     2.94247	     0.00061
  2000	     2.69114	     0.00056
  2050	     2.46483	     0.00051
  2100	     2.26070	     0.00047
  2150	     2.07581	     0.00044
  2200	     1.90751	     0.00041
  2250	     1.75544	     0.00038
  2300	     1.61736	     0.00035
  2350	     1.49108	     0.00032
  2400	     1.37468	     0.00030
  2450	     1.27053	     0.00028
  2500	     1.17381	     0.00026
  2550	     1.08661	     0.00024
  2600	     1.00644	     0.00022
  2650	     0.93228	     0.00021
  2700	     0.86406	     0.00020
  2750	     0.80179	     0.00018
  2800	     0.74420	     0.00017
  2850	     0.69120	     0.00016
  2900	     0.64262	     0.00015
  2950	     0.59777	     0.00014
  3000	     0.55617	     0.00013
  3050	     0.51797	     0.00012
  3100	     0.48306	     0.00011
  3150	     0.45017	     0.00011
  3200	     0.41994	     0.00010
  3250	     0.39174	     0.00009
  3300	     0.36590	     0.00009
  3350	     0.34160	     0.00008
  3400	     0.31912	     0.00008
  3450	     0.29829	     0.00007
  3500	     0.27891	     0.00007
  3550	     0.26113	     0.00006
  3600	     0.24444	     0.00006
  3650	     0.22881	     0.00006
  3700	     0.21434	     0.00005
  3750	     0.20094	     0.00005
  3800	     0.18827	     0.00005
  3850	     0.17658	     0.00005
  3900	     0.16562	     0.00004
  3950	     0.15533	     0.00004
  4000	     0.14590	     0.00004
  4050	     0.13690	     0.00004
  4100	     0.12861	     0.00003
  4150	     0.12086	     0.00003
  4200	     0.11351	     0.00003
  4250	     0.10679	     0.00003
  4300	     0.10042	     0.00003
  4350	     0.09438	     0.00003
  4400	     0.08880	     0.00002
  4450	     0.08359	     0.00002
  4500	     0.07861	     0.00002
  4550	     0.07404	     0.00002
  4600	     0.06976	     0.00002
  4650	     0.06567	     0.00002
  4700	     0.06191	     0.00002
  4750	     0.05834	     0.00002
  4800	     0.05494	     0.00002
  4850	     0.05183	     0.00001
  4900	     0.04889	     0.00001
  4950	     0.04611	     0.00001
# extra	     0.01779
