# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.018176 seconds
# 4954.969426 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25215.91406	    17.46947
    50	  6201.43359	     2.93108
   100	  2791.28999	     1.09351
   150	  1630.22445	     0.55597
   200	  1062.00490	     0.33131
   250	   744.28743	     0.21824
   300	   549.58645	     0.15376
   350	   420.24661	     0.11378
   400	   326.40637	     0.08745
   450	   193.43477	     0.06456
   500	   147.35445	     0.05057
   550	   118.14687	     0.04114
   600	    95.05529	     0.03380
   650	    75.72903	     0.02774
   700	    62.13535	     0.02316
   750	    51.73182	     0.01958
   800	    43.51935	     0.01668
   850	    36.95700	     0.01434
   900	    31.57525	     0.01239
   950	    27.15892	     0.01076
  1000	    23.50055	     0.00940
  1050	    20.41206	     0.00825
  1100	    17.85979	     0.00728
  1150	    15.71382	     0.00645
  1200	    13.84599	     0.00573
  1250	    12.25273	     0.00511
  1300	    10.89512	     0.00458
  1350	     9.71964	     0.00411
  1400	     8.69750	     0.00371
  1450	     7.81276	     0.00335
  1500	     7.02387	     0.00304
  1550	     6.32663	     0.00275
  1600	     5.71657	     0.00251
  1650	     5.17195	     0.00228
  1700	     4.68780	     0.00208
  1750	     4.25203	     0.00190
  1800	     3.86764	     0.00174
  1850	     3.52464	     0.00160
  1900	     3.21558	     0.00147
  1950	     2.93566	     0.00135
  2000	     2.68660	     0.00124
  2050	     2.46085	     0.00114
  2100	     2.25619	     0.00105
  2150	     2.07164	     0.00097
  2200	     1.90377	     0.00090
  2250	     1.75032	     0.00083
  2300	     1.61285	     0.00077
  2350	     1.48714	     0.00072
  2400	     1.37114	     0.00067
  2450	     1.26691	     0.00062
  2500	     1.17154	     0.00058
  2550	     1.08476	     0.00054
  2600	     1.00361	     0.00050
  2650	     0.92930	     0.00047
  2700	     0.86055	     0.00044
  2750	     0.79874	     0.00041
  2800	     0.74252	     0.00038
  2850	     0.68959	     0.00036
  2900	     0.64136	     0.00033
  2950	     0.59687	     0.00031
  3000	     0.55492	     0.00029
  3050	     0.51726	     0.00027
  3100	     0.48191	     0.00026
  3150	     0.44888	     0.00024
  3200	     0.41875	     0.00022
  3250	     0.39136	     0.00021
  3300	     0.36472	     0.00020
  3350	     0.34044	     0.00019
  3400	     0.31799	     0.00017
  3450	     0.29722	     0.00016
  3500	     0.27771	     0.00015
  3550	     0.25952	     0.00014
  3600	     0.24281	     0.00014
  3650	     0.22754	     0.00013
  3700	     0.21329	     0.00012
  3750	     0.19962	     0.00011
  3800	     0.18700	     0.00011
  3850	     0.17544	     0.00010
  3900	     0.16470	     0.00010
  3950	     0.15443	     0.00009
  4000	     0.14484	     0.00008
  4050	     0.13611	     0.00008
  4100	     0.12788	     0.00008
  4150	     0.12007	     0.00007
  4200	     0.11275	     0.00007
  4250	     0.10614	     0.00006
  4300	     0.09989	     0.00006
  4350	     0.09401	     0.00006
  4400	     0.08853	     0.00005
  4450	     0.08345	     0.00005
  4500	     0.07851	     0.00005
  4550	     0.07407	     0.00005
  4600	     0.06972	     0.00004
  4650	     0.06567	     0.00004
  4700	     0.06192	     0.00004
  4750	     0.05836	     0.00004
  4800	     0.05501	     0.00003
  4850	     0.05185	     0.00003
  4900	     0.04888	     0.00003
  4950	     0.04605	     0.00003
# extra	     0.00824
