# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 3.188922 seconds
# 3135.855871 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25168.21582	    17.45315
    50	  6193.72307	     2.93035
   100	  2785.95302	     1.09356
   150	  1630.91396	     0.55620
   200	  1061.45815	     0.33135
   250	   744.03046	     0.21827
   300	   549.81141	     0.15378
   350	   420.16860	     0.11379
   400	   326.44871	     0.08745
   450	   193.55699	     0.06457
   500	   147.22444	     0.05056
   550	   118.17329	     0.04114
   600	    95.20334	     0.03382
   650	    75.79189	     0.02776
   700	    62.04341	     0.02316
   750	    51.64938	     0.01958
   800	    43.45770	     0.01669
   850	    36.94004	     0.01434
   900	    31.59748	     0.01239
   950	    27.18177	     0.01077
  1000	    23.49622	     0.00940
  1050	    20.43566	     0.00825
  1100	    17.85838	     0.00728
  1150	    15.70963	     0.00645
  1200	    13.84326	     0.00573
  1250	    12.25828	     0.00511
  1300	    10.88916	     0.00458
  1350	     9.72040	     0.00411
  1400	     8.69778	     0.00371
  1450	     7.80338	     0.00335
  1500	     7.03020	     0.00304
  1550	     6.33583	     0.00276
  1600	     5.71666	     0.00251
  1650	     5.17300	     0.00228
  1700	     4.68146	     0.00208
  1750	     4.25603	     0.00191
  1800	     3.87223	     0.00174
  1850	     3.52678	     0.00160
  1900	     3.21608	     0.00147
  1950	     2.94090	     0.00135
  2000	     2.69151	     0.00124
  2050	     2.46238	     0.00114
  2100	     2.25595	     0.00105
  2150	     2.07283	     0.00097
  2200	     1.90309	     0.00090
  2250	     1.75228	     0.00083
  2300	     1.61273	     0.00077
  2350	     1.48712	     0.00072
  2400	     1.37288	     0.00067
  2450	     1.26771	     0.00062
  2500	     1.17196	     0.00058
  2550	     1.08398	     0.00054
  2600	     1.00312	     0.00050
  2650	     0.92960	     0.00047
  2700	     0.86189	     0.00044
  2750	     0.79918	     0.00041
  2800	     0.74137	     0.00038
  2850	     0.69010	     0.00036
  2900	     0.64136	     0.00033
  2950	     0.59704	     0.00031
  3000	     0.55595	     0.00029
  3050	     0.51768	     0.00027
  3100	     0.48221	     0.00026
  3150	     0.44950	     0.00024
  3200	     0.41908	     0.00022
  3250	     0.39091	     0.00021
  3300	     0.36541	     0.00020
  3350	     0.34099	     0.00019
  3400	     0.31854	     0.00017
  3450	     0.29765	     0.00016
  3500	     0.27816	     0.00015
  3550	     0.26017	     0.00014
  3600	     0.24357	     0.00014
  3650	     0.22739	     0.00013
  3700	     0.21323	     0.00012
  3750	     0.19963	     0.00011
  3800	     0.18734	     0.00011
  3850	     0.17540	     0.00010
  3900	     0.16456	     0.00010
  3950	     0.15443	     0.00009
  4000	     0.14492	     0.00008
  4050	     0.13621	     0.00008
  4100	     0.12781	     0.00008
  4150	     0.12011	     0.00007
  4200	     0.11285	     0.00007
  4250	     0.10620	     0.00006
  4300	     0.09985	     0.00006
  4350	     0.09387	     0.00006
  4400	     0.08847	     0.00005
  4450	     0.08334	     0.00005
  4500	     0.07854	     0.00005
  4550	     0.07388	     0.00005
  4600	     0.06964	     0.00004
  4650	     0.06559	     0.00004
  4700	     0.06182	     0.00004
  4750	     0.05838	     0.00004
  4800	     0.05501	     0.00003
  4850	     0.05188	     0.00003
  4900	     0.04886	     0.00003
  4950	     0.04608	     0.00003
# extra	     0.00824
