# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.032870 seconds
# 4919.152869 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25287.84668	    17.49085
    50	  6194.58566	     2.93019
   100	  2790.50761	     1.09369
   150	  1628.42562	     0.55603
   200	  1060.87779	     0.33136
   250	   743.34253	     0.21822
   300	   549.09038	     0.15380
   350	   419.43324	     0.11383
   400	   325.91642	     0.08746
   450	   194.04267	     0.06461
   500	   147.24378	     0.05057
   550	   117.80829	     0.04112
   600	    94.99090	     0.03381
   650	    75.69437	     0.02774
   700	    62.02304	     0.02315
   750	    51.65886	     0.01957
   800	    43.51921	     0.01669
   850	    36.93594	     0.01434
   900	    31.56488	     0.01239
   950	    27.16360	     0.01077
  1000	    23.46724	     0.00940
  1050	    20.39861	     0.00825
  1100	    17.84425	     0.00728
  1150	    15.69217	     0.00645
  1200	    13.84656	     0.00573
  1250	    12.24257	     0.00511
  1300	    10.88171	     0.00458
  1350	     9.71637	     0.00411
  1400	     8.70285	     0.00371
  1450	     7.80165	     0.00335
  1500	     7.02169	     0.00304
  1550	     6.33116	     0.00276
  1600	     5.72597	     0.00251
  1650	     5.17208	     0.00228
  1700	     4.68570	     0.00208
  1750	     4.25107	     0.00191
  1800	     3.86621	     0.00174
  1850	     3.52341	     0.00160
  1900	     3.21512	     0.00147
  1950	     2.93882	     0.00135
  2000	     2.68598	     0.00124
  2050	     2.46185	     0.00114
  2100	     2.25579	     0.00105
  2150	     2.07231	     0.00097
  2200	     1.90556	     0.00090
  2250	     1.75299	     0.00083
  2300	     1.61301	     0.00077
  2350	     1.48789	     0.00072
  2400	     1.37335	     0.00067
  2450	     1.26681	     0.00062
  2500	     1.17060	     0.00058
  2550	     1.08275	     0.00054
  2600	     1.00257	     0.00050
  2650	     0.92989	     0.00047
  2700	     0.86169	     0.00044
  2750	     0.80012	     0.00041
  2800	     0.74191	     0.00038
  2850	     0.68936	     0.00036
  2900	     0.64048	     0.00033
  2950	     0.59656	     0.00031
  3000	     0.55534	     0.00029
  3050	     0.51693	     0.00027
  3100	     0.48198	     0.00026
  3150	     0.44896	     0.00024
  3200	     0.41844	     0.00022
  3250	     0.39078	     0.00021
  3300	     0.36458	     0.00020
  3350	     0.34057	     0.00019
  3400	     0.31841	     0.00017
  3450	     0.29733	     0.00016
  3500	     0.27789	     0.00015
  3550	     0.26023	     0.00015
  3600	     0.24316	     0.00014
  3650	     0.22771	     0.00013
  3700	     0.21320	     0.00012
  3750	     0.19990	     0.00011
  3800	     0.18734	     0.00011
  3850	     0.17540	     0.00010
  3900	     0.16460	     0.00010
  3950	     0.15444	     0.00009
  4000	     0.14497	     0.00008
  4050	     0.13612	     0.00008
  4100	     0.12792	     0.00008
  4150	     0.12020	     0.00007
  4200	     0.11295	     0.00007
  4250	     0.10628	     0.00006
  4300	     0.09995	     0.00006
  4350	     0.09399	     0.00006
  4400	     0.08842	     0.00005
  4450	     0.08324	     0.00005
  4500	     0.07836	     0.00005
  4550	     0.07386	     0.00005
  4600	     0.06959	     0.00004
  4650	     0.06565	     0.00004
  4700	     0.06193	     0.00004
  4750	     0.05838	     0.00004
  4800	     0.05503	     0.00003
  4850	     0.05188	     0.00003
  4900	     0.04883	     0.00003
  4950	     0.04608	     0.00003
# extra	     0.00856
