# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.467013 seconds
# 4053.485590 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25218.05566	    17.46923
    50	  6189.57924	     2.92989
   100	  2789.06312	     1.09359
   150	  1632.00839	     0.55609
   200	  1062.13553	     0.33135
   250	   744.61395	     0.21821
   300	   550.21820	     0.15372
   350	   419.89737	     0.11381
   400	   326.37861	     0.08741
   450	   193.46318	     0.06456
   500	   147.10583	     0.05056
   550	   117.94276	     0.04113
   600	    95.00873	     0.03381
   650	    75.76825	     0.02775
   700	    61.99854	     0.02315
   750	    51.68388	     0.01957
   800	    43.49504	     0.01669
   850	    36.93932	     0.01434
   900	    31.62406	     0.01240
   950	    27.17585	     0.01076
  1000	    23.50861	     0.00940
  1050	    20.41671	     0.00825
  1100	    17.86804	     0.00728
  1150	    15.69903	     0.00645
  1200	    13.84523	     0.00573
  1250	    12.24909	     0.00511
  1300	    10.88544	     0.00458
  1350	     9.71642	     0.00411
  1400	     8.69886	     0.00371
  1450	     7.80728	     0.00335
  1500	     7.01891	     0.00303
  1550	     6.32678	     0.00276
  1600	     5.71565	     0.00251
  1650	     5.16877	     0.00228
  1700	     4.68303	     0.00208
  1750	     4.25110	     0.00190
  1800	     3.87178	     0.00174
  1850	     3.52706	     0.00160
  1900	     3.21602	     0.00147
  1950	     2.94035	     0.00135
  2000	     2.68984	     0.00124
  2050	     2.46024	     0.00114
  2100	     2.25587	     0.00105
  2150	     2.06907	     0.00097
  2200	     1.90291	     0.00090
  2250	     1.75214	     0.00083
  2300	     1.61330	     0.00077
  2350	     1.48729	     0.00072
  2400	     1.37191	     0.00067
  2450	     1.26764	     0.00062
  2500	     1.17296	     0.00058
  2550	     1.08315	     0.00054
  2600	     1.00303	     0.00050
  2650	     0.92884	     0.00047
  2700	     0.86152	     0.00044
  2750	     0.79954	     0.00041
  2800	     0.74230	     0.00038
  2850	     0.68951	     0.00036
  2900	     0.64120	     0.00033
  2950	     0.59658	     0.00031
  3000	     0.55551	     0.00029
  3050	     0.51720	     0.00027
  3100	     0.48172	     0.00026
  3150	     0.44930	     0.00024
  3200	     0.41911	     0.00022
  3250	     0.39123	     0.00021
  3300	     0.36496	     0.00020
  3350	     0.34066	     0.00019
  3400	     0.31833	     0.00017
  3450	     0.29751	     0.00016
  3500	     0.27841	     0.00015
  3550	     0.25983	     0.00014
  3600	     0.24335	     0.00014
  3650	     0.22765	     0.00013
  3700	     0.21335	     0.00012
  3750	     0.19983	     0.00011
  3800	     0.18724	     0.00011
  3850	     0.17532	     0.00010
  3900	     0.16448	     0.00010
  3950	     0.15441	     0.00009
  4000	     0.14515	     0.00008
  4050	     0.13604	     0.00008
  4100	     0.12797	     0.00008
  4150	     0.12019	     0.00007
  4200	     0.11296	     0.00007
  4250	     0.10626	     0.00006
  4300	     0.09986	     0.00006
  4350	     0.09409	     0.00006
  4400	     0.08841	     0.00005
  4450	     0.08329	     0.00005
  4500	     0.07836	     0.00005
  4550	     0.07384	     0.00005
  4600	     0.06967	     0.00004
  4650	     0.06562	     0.00004
  4700	     0.06184	     0.00004
  4750	     0.05836	     0.00004
  4800	     0.05507	     0.00003
  4850	     0.05188	     0.00003
  4900	     0.04892	     0.00003
  4950	     0.04609	     0.00003
# extra	     0.00827
