# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.468047 seconds
# 4051.785923 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25197.12598	    17.46288
    50	  6198.59891	     2.93105
   100	  2788.48366	     1.09341
   150	  1631.42261	     0.55602
   200	  1062.00797	     0.33133
   250	   745.09145	     0.21821
   300	   550.28237	     0.15374
   350	   420.41088	     0.11375
   400	   326.37442	     0.08744
   450	   193.45060	     0.06456
   500	   147.16955	     0.05057
   550	   118.01772	     0.04114
   600	    95.06464	     0.03381
   650	    75.67992	     0.02774
   700	    62.01519	     0.02316
   750	    51.61840	     0.01957
   800	    43.48777	     0.01669
   850	    36.94320	     0.01433
   900	    31.58646	     0.01239
   950	    27.16988	     0.01076
  1000	    23.49742	     0.00940
  1050	    20.43183	     0.00825
  1100	    17.87274	     0.00728
  1150	    15.70382	     0.00645
  1200	    13.83644	     0.00573
  1250	    12.24145	     0.00511
  1300	    10.88508	     0.00458
  1350	     9.72462	     0.00412
  1400	     8.70300	     0.00371
  1450	     7.80490	     0.00335
  1500	     7.02221	     0.00304
  1550	     6.32476	     0.00276
  1600	     5.71422	     0.00251
  1650	     5.16636	     0.00228
  1700	     4.68534	     0.00208
  1750	     4.26032	     0.00191
  1800	     3.87107	     0.00174
  1850	     3.52739	     0.00160
  1900	     3.21597	     0.00147
  1950	     2.93975	     0.00135
  2000	     2.68594	     0.00124
  2050	     2.45980	     0.00114
  2100	     2.25598	     0.00106
  2150	     2.07279	     0.00097
  2200	     1.90377	     0.00090
  2250	     1.75162	     0.00083
  2300	     1.61193	     0.00077
  2350	     1.48655	     0.00072
  2400	     1.37181	     0.00067
  2450	     1.26869	     0.00062
  2500	     1.17090	     0.00058
  2550	     1.08439	     0.00054
  2600	     1.00436	     0.00050
  2650	     0.92939	     0.00047
  2700	     0.86163	     0.00044
  2750	     0.80008	     0.00041
  2800	     0.74245	     0.00038
  2850	     0.69073	     0.00036
  2900	     0.64135	     0.00033
  2950	     0.59763	     0.00031
  3000	     0.55645	     0.00029
  3050	     0.51794	     0.00027
  3100	     0.48248	     0.00026
  3150	     0.45009	     0.00024
  3200	     0.41945	     0.00022
  3250	     0.39121	     0.00021
  3300	     0.36493	     0.00020
  3350	     0.34102	     0.00019
  3400	     0.31853	     0.00017
  3450	     0.29762	     0.00016
  3500	     0.27805	     0.00015
  3550	     0.26023	     0.00014
  3600	     0.24350	     0.00014
  3650	     0.22748	     0.00013
  3700	     0.21312	     0.00012
  3750	     0.19949	     0.00011
  3800	     0.18717	     0.00011
  3850	     0.17542	     0.00010
  3900	     0.16450	     0.00010
  3950	     0.15447	     0.00009
  4000	     0.14488	     0.00008
  4050	     0.13620	     0.00008
  4100	     0.12791	     0.00008
  4150	     0.12017	     0.00007
  4200	     0.11291	     0.00007
  4250	     0.10627	     0.00006
  4300	     0.09999	     0.00006
  4350	     0.09398	     0.00006
  4400	     0.08852	     0.00005
  4450	     0.08328	     0.00005
  4500	     0.07846	     0.00005
  4550	     0.07390	     0.00005
  4600	     0.06961	     0.00004
  4650	     0.06560	     0.00004
  4700	     0.06188	     0.00004
  4750	     0.05842	     0.00004
  4800	     0.05499	     0.00003
  4850	     0.05185	     0.00003
  4900	     0.04889	     0.00003
  4950	     0.04604	     0.00003
# extra	     0.00824
