# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.029134 seconds
# 4928.211162 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25213.65820	    17.46727
    50	  6192.81110	     2.93064
   100	  2786.41560	     1.09336
   150	  1630.40324	     0.55614
   200	  1061.18170	     0.33135
   250	   744.30250	     0.21822
   300	   549.68573	     0.15378
   350	   420.00472	     0.11379
   400	   326.47941	     0.08744
   450	   193.51667	     0.06457
   500	   147.29494	     0.05058
   550	   117.89417	     0.04114
   600	    94.90022	     0.03380
   650	    75.76280	     0.02775
   700	    61.93494	     0.02315
   750	    51.61904	     0.01957
   800	    43.49348	     0.01669
   850	    36.96346	     0.01434
   900	    31.55903	     0.01239
   950	    27.17414	     0.01076
  1000	    23.49075	     0.00940
  1050	    20.42859	     0.00825
  1100	    17.86810	     0.00728
  1150	    15.69632	     0.00645
  1200	    13.84533	     0.00574
  1250	    12.25129	     0.00511
  1300	    10.89056	     0.00458
  1350	     9.70795	     0.00411
  1400	     8.69488	     0.00371
  1450	     7.80442	     0.00335
  1500	     7.01474	     0.00303
  1550	     6.32473	     0.00275
  1600	     5.70830	     0.00250
  1650	     5.16918	     0.00228
  1700	     4.68090	     0.00208
  1750	     4.25339	     0.00190
  1800	     3.86770	     0.00174
  1850	     3.52703	     0.00160
  1900	     3.21764	     0.00147
  1950	     2.93993	     0.00135
  2000	     2.68565	     0.00124
  2050	     2.46091	     0.00114
  2100	     2.25393	     0.00105
  2150	     2.07207	     0.00097
  2200	     1.90602	     0.00090
  2250	     1.75059	     0.00083
  2300	     1.61225	     0.00077
  2350	     1.48752	     0.00072
  2400	     1.37116	     0.00067
  2450	     1.26659	     0.00062
  2500	     1.17069	     0.00058
  2550	     1.08377	     0.00054
  2600	     1.00350	     0.00050
  2650	     0.93001	     0.00047
  2700	     0.86216	     0.00044
  2750	     0.79951	     0.00041
  2800	     0.74264	     0.00038
  2850	     0.68994	     0.00036
  2900	     0.64125	     0.00033
  2950	     0.59637	     0.00031
  3000	     0.55600	     0.00029
  3050	     0.51731	     0.00027
  3100	     0.48216	     0.00026
  3150	     0.44937	     0.00024
  3200	     0.41865	     0.00022
  3250	     0.39097	     0.00021
  3300	     0.36529	     0.00020
  3350	     0.34076	     0.00019
  3400	     0.31901	     0.00017
  3450	     0.29755	     0.00016
  3500	     0.27824	     0.00015
  3550	     0.25984	     0.00014
  3600	     0.24317	     0.00014
  3650	     0.22757	     0.00013
  3700	     0.21320	     0.00012
  3750	     0.19972	     0.00011
  3800	     0.18690	     0.00011
  3850	     0.17552	     0.00010
  3900	     0.16453	     0.00010
  3950	     0.15445	     0.00009
  4000	     0.14500	     0.00008
  4050	     0.13611	     0.00008
  4100	     0.12773	     0.00008
  4150	     0.12026	     0.00007
  4200	     0.11293	     0.00007
  4250	     0.10609	     0.00006
  4300	     0.09996	     0.00006
  4350	     0.09394	     0.00006
  4400	     0.08851	     0.00005
  4450	     0.08327	     0.00005
  4500	     0.07836	     0.00005
  4550	     0.07379	     0.00005
  4600	     0.06959	     0.00004
  4650	     0.06558	     0.00004
  4700	     0.06182	     0.00004
  4750	     0.05826	     0.00004
  4800	     0.05489	     0.00003
  4850	     0.05189	     0.00003
  4900	     0.04890	     0.00003
  4950	     0.04612	     0.00003
# extra	     0.00832
