# Scattering =   20.000/cm
# Absorption =    2.000/cm
# Photons    = 10000000
#
# 2.029218 seconds
# 4928.007910 K photons per second
# Fotones simulados    = 10000000
#
# Radius	Heat
# [microns]	[W/cm^3]	Error
     0	 25237.79590	    17.47597
    50	  6197.41867	     2.93089
   100	  2787.80644	     1.09350
   150	  1628.98226	     0.55601
   200	  1060.83725	     0.33138
   250	   742.95104	     0.21826
   300	   549.21117	     0.15377
   350	   419.89249	     0.11379
   400	   326.46699	     0.08743
   450	   193.83695	     0.06460
   500	   147.24579	     0.05057
   550	   117.93802	     0.04114
   600	    95.01969	     0.03381
   650	    75.73436	     0.02774
   700	    62.01606	     0.02316
   750	    51.63323	     0.01957
   800	    43.51598	     0.01670
   850	    36.94029	     0.01434
   900	    31.55832	     0.01239
   950	    27.15640	     0.01076
  1000	    23.51775	     0.00941
  1050	    20.41466	     0.00825
  1100	    17.84903	     0.00728
  1150	    15.70121	     0.00645
  1200	    13.84333	     0.00573
  1250	    12.25217	     0.00511
  1300	    10.87650	     0.00458
  1350	     9.72017	     0.00412
  1400	     8.70220	     0.00371
  1450	     7.79756	     0.00335
  1500	     7.01592	     0.00304
  1550	     6.31898	     0.00275
  1600	     5.70881	     0.00251
  1650	     5.17037	     0.00228
  1700	     4.68688	     0.00208
  1750	     4.25417	     0.00190
  1800	     3.86919	     0.00174
  1850	     3.52639	     0.00160
  1900	     3.21901	     0.00147
  1950	     2.93979	     0.00135
  2000	     2.68745	     0.00124
  2050	     2.46081	     0.00114
  2100	     2.25819	     0.00106
  2150	     2.07057	     0.00097
  2200	     1.90312	     0.00090
  2250	     1.74941	     0.00083
  2300	     1.61287	     0.00077
  2350	     1.48558	     0.00072
  2400	     1.37144	     0.00067
  2450	     1.26651	     0.00062
  2500	     1.17094	     0.00058
  2550	     1.08388	     0.00054
  2600	     1.00186	     0.00050
  2650	     0.92912	     0.00047
  2700	     0.86099	     0.00044
  2750	     0.79874	     0.00041
  2800	     0.74299	     0.00038
  2850	     0.68985	     0.00036
  2900	     0.64189	     0.00033
  2950	     0.59646	     0.00031
  3000	     0.55545	     0.00029
  3050	     0.51670	     0.00027
  3100	     0.48238	     0.00026
  3150	     0.44908	     0.00024
  3200	     0.41922	     0.00022
  3250	     0.39093	     0.00021
  3300	     0.36519	     0.00020
  3350	     0.34096	     0.00019
  3400	     0.31813	     0.00017
  3450	     0.29754	     0.00016
  3500	     0.27793	     0.00015
  3550	     0.25986	     0.00014
  3600	     0.24329	     0.00014
  3650	     0.22746	     0.00013
  3700	     0.21320	     0.00012
  3750	     0.19965	     0.00011
  3800	     0.18726	     0.00011
  3850	     0.17538	     0.00010
  3900	     0.16434	     0.00010
  3950	     0.15437	     0.00009
  4000	     0.14497	     0.00008
  4050	     0.13601	     0.00008
  4100	     0.12788	     0.00008
  4150	     0.12023	     0.00007
  4200	     0.11305	     0.00007
  4250	     0.10621	     0.00006
  4300	     0.09987	     0.00006
  4350	     0.09386	     0.00006
  4400	     0.08848	     0.00005
  4450	     0.08332	     0.00005
  4500	     0.07840	     0.00005
  4550	     0.07388	     0.00005
  4600	     0.06948	     0.00004
  4650	     0.06556	     0.00004
  4700	     0.06186	     0.00004
  4750	     0.05833	     0.00004
  4800	     0.05502	     0.00003
  4850	     0.05184	     0.00003
  4900	     0.04892	     0.00003
  4950	     0.04613	     0.00003
# extra	     0.00835
